id,greek,english,russian,level,group,type,example
3873,η ουσία,"essence, substance","суть, сущность",B1,concepts,noun,Η ουσία του προβλήματος ήταν η έλλειψη επικοινωνίας.
3874,το ουσιαστικό,noun,существительное,B1,school,noun,Στα ελληνικά το ουσιαστικό κλίνεται σε τέσσερις πτώσεις.
3875,ούτε,not even,даже,B1,basics,conjunction,Δεν μιλάει ούτε γελάει.
3876,οφείλομαι,to be owed,быть должным,B1,verbs,verb,Αυτό οφείλεται στην κακή οργάνωση.
3877,οφείλω,to owe,задолжать,B1,verbs,verb,Οφείλω να ευχαριστήσω τον φίλο μου για τη βοήθειά του.
3878,το όφελος,"advantage, benefit","преимущество, выгода",B1,concepts,noun,Το όφελος από την άσκηση είναι τεράστιο.
3879,ο/η οφθαλμίατρος,ophthalmologist,офтальмолог,B1,health,noun,Πήγε στον οφθαλμίατρο γιατί έχει πρόβλημα με την όρασή του.
3880,το όχημα,vehicle,транспортное средство,B1,city,noun,Το βαρύ όχημα δεν επιτρέπεται να περνάει από αυτόν τον δρόμο.
3881,το παγάκι,ice cube,кубик льда,B1,objects,noun,Έριξε παγάκια στο ποτήρι για να κρυώσει το νερό.
3882,ο παγετώνας,glacier,ледник,B1,nature,noun,Ο παγετώνας λιώνει λόγω της κλιματικής αλλαγής.
3883,το παγκάκι,bench,скамейка,B1,home,noun,Κάθισε στο παγκάκι στο πάρκο και διάβασε.
3884,παγκόσμιος,"global, universal","глобальный, универсальный",B1,descriptions,adjective,Η κλιματική αλλαγή είναι παγκόσμιο πρόβλημα.
3885,παγωμένος,frozen,замороженный,B1,objects,adjective,Τα παγωμένα λαχανικά είναι βολικά για γρήγορο μαγείρεμα.
3886,παγώνω,to freeze,замерзать,B1,verbs,verb,Πάγωσε στο κρύο επειδή δεν φόρεσε παλτό.
3887,ο παγωτατζής,ice cream man,мороженщик,B1,people,noun,Ο παγωτατζής ερχόταν κάθε απόγευμα στη γειτονιά.
3888,το παζάρι,"marketplace, bazaar","рынок, базар",B1,clothes,noun,Βρήκε φθηνά ρούχα στο παζάρι.
3889,η παιδεία,education,образование,B1,concepts,noun,Η παιδεία είναι βασικό δικαίωμα κάθε παιδιού.
3890,η παιδική χαρά,playground,игровая площадка,B1,objects,noun,Τα παιδιά έπαιζαν στην παιδική χαρά μέχρι το σκοτάδι.
3891,ο παιδότοπος,playground,детский игровой центр,B1,objects,noun,Πήγαν τα παιδιά στον παιδότοπο για τα γενέθλια.
3892,ο παίκτης,player,игрок,B1,objects,noun,Ο καλύτερος παίκτης της ομάδας σκόραρε δύο γκολ.
3893,παινεύω,to praise,хвалить,B1,verbs,verb,Παίνεψε τη μαθήτρια για την εξαιρετική εργασία της.
3894,παίρνω μέρος,"to take part, to participate","принимать участие, участвовать",B1,verbs,verb,Πήρε μέρος στον διαγωνισμό και κέρδισε το πρώτο βραβείο.
3895,παιχνιδιάρης,playful,игривый,B1,descriptions,adjective,Η γάτα ήταν πολύ παιχνιδιάρα — κυνηγούσε τα πάντα.
3896,παλ,"pale, very soft hue","бледный, мягкий оттенок",B1,colors,adjective,Διάλεξε παλ μπλε χρώμα για τους τοίχους.
3897,η παλάμη,"palm, hand","ладонь, рука",B1,body,noun,Έβαλε το νόμισμα στην παλάμη του χεριού του.
3898,το παλάτι,palace,дворец,B1,objects,noun,Επισκέφτηκαν το παλάτι των Ανακτόρων στην Αθήνα.
3899,η παλέτα,palette,палитра,B1,colors,noun,Ο ζωγράφος είχε πολλά χρώματα στην παλέτα του.
3900,παλιός,old,старый,B1,descriptions,adjective,Βρήκε παλιές φωτογραφίες από τα παιδικά χρόνια.
3901,ο Παναγιώτης,Panagiotis,Панагиотис,B1,names,noun,Ο Παναγιώτης είναι παλιός φίλος της οικογένειάς μου.
3902,πανάκριβος,extremely expensive,очень дорогой,B1,clothes,adjective,Το εστιατόριο ήταν πανάκριβο — πλήρωσαν εκατό ευρώ ο καθένας.
3903,πανελλαδικός,panhellenic,панэллинический,B1,descriptions,adjective,Έδωσε πανελλαδικές εξετάσεις για να μπει στο πανεπιστήμιο.
3904,πανέμορφος,gorgeous,великолепный,B1,descriptions,adjective,Η θέα από το βουνό ήταν πανέμορφη.
3905,το πανηγύρι,fair,ярмарка,B1,objects,noun,Πήγαν στο πανηγύρι του χωριού και χόρεψαν.
3906,το πανί,"cloth, fabric",ткань,B1,clothes,noun,Αγόρασε πανί για να ράψει κουρτίνες.
3907,ο πανικός,panic,паника,B1,descriptions,noun,Έπιασε πανικός τους επιβάτες όταν σταμάτησε το αεροπλάνο.
3908,το πανό,banner,баннер,B1,objects,noun,Κρέμασαν ένα μεγάλο πανό στην είσοδο.
3909,το παντοπωλείο,grocery store,продуктовый магазин,B1,clothes,noun,Πήγε στο παντοπωλείο για γάλα και ψωμί.
3910,παντού,everywhere,повсюду,B1,basics,adverb,Παντού υπήρχε ουρά εκείνη τη μέρα.
3911,το παξιμάδι,"rusk, crouton","сухарь, гренок",B1,food,noun,Έφαγε παξιμάδι με ελιές και τυρί για πρωινό.
3912,η παπαγαλία,reciting something by heart,зубрежка,B1,school,noun,Η παπαγαλία δεν βοηθάει στην κατανόηση του μαθήματος.
3913,η παπάγια,papaya,папайя,B1,food,noun,Έφαγε φέτες παπάγιας με λεμόνι για πρωινό.
3914,ο παπάς,priest,священник,B1,objects,noun,Ο παπάς τέλεσε τη βάφτιση στην εκκλησία.
3915,το παπί,soaking wet,промокший насквозь,B1,objects,noun,Βγήκε από τη βροχή σαν παπί — ήταν μούσκεμα.
3916,η πάπια,duck,утка,B1,animals,noun,Οι πάπιες κολυμπούσαν στη λίμνη στο πάρκο.
3917,η παροχή,"benefit, service","льгота, услуга",B1,concepts,noun,Η παροχή νερού διακόπηκε λόγω βλάβης.
3918,παράγομαι,to be produced,производиться,B1,verbs,verb,Αυτό το κρασί παράγεται στη Νεμέα.
3919,ο παράγοντας,"factor, agent","фактор, агент",B1,descriptions,noun,Η διατροφή είναι σημαντικός παράγοντας για την υγεία.
3920,η παράγραφος,paragraph,"параграф, абзац",B1,objects,noun,Το κείμενο έχει τρεις παραγράφους.
3921,παράγω,to produce,производить,B1,verbs,verb,Η χώρα παράγει πολύ ελαιόλαδο.
3922,η παραγωγή,production,производство,B1,society,noun,Η παραγωγή ελιών αυξήθηκε φέτος.
3923,ο παραγωγικός,productive,продуктивный,B1,society,noun,Ο παραγωγικός τομέας της οικονομίας επεκτείνεται.
3924,παραδεισένιος,heavenly,небесный,B1,descriptions,adjective,Η παραλία ήταν παραδεισένια — γαλάζια νερά και άσπρη άμμος.
3925,παραδέχομαι,"to admit, to accept","признавать, принимать",B1,verbs,verb,Παραδέχτηκε το λάθος του και ζήτησε συγγνώμη.
3926,παραδίδω,to deliver,доставлять,B1,verbs,verb,Παρέδωσε την εργασία στην ώρα της.
3927,η παράδοση,"tradition, delivery","традиция, доставка",B1,society,noun,Η παράδοση λέει ότι στο Πάσχα τρώμε αρνί.
3928,παρακάνω,"to overdo, to go too far","переусердствовать, переборщить",B1,verbs,verb,Παράκανε με τη μουσική — παραπονέθηκαν οι γείτονες.
3929,η παραλαβή,"receipt, pickup","получение, забор",B1,shopping,noun,Η παραλαβή της παραγγελίας γίνεται στο ταμείο.
3930,παραλαμβάνω,to receive,получать,B1,verbs,verb,Παρέλαβε το δέμα από το ταχυδρομείο.
3931,τα παράλια,coastline,береговая линия,B1,travel,noun,Τα παράλια της Ελλάδας είναι από τα πιο όμορφα στον κόσμο.
3932,παράλληλα,"meanwhile, parallelly","между тем, параллельно",B1,basics,adverb,Δουλεύει και παράλληλα σπουδάζει.
3933,παραμένω,"to remain, to stay",оставаться,B1,verbs,verb,Παρέμεινε ήρεμος παρά τη δύσκολη κατάσταση.
3934,παράνομος,illegal,незаконный,B1,society,adjective,Η στάθμευση εδώ είναι παράνομη.
3935,παράξενος,"strange, odd",странный,B1,concepts,adjective,Άκουσε έναν παράξενο θόρυβο τα μεσάνυχτα.
3936,παραπονιέμαι,to complain,жаловаться,B1,verbs,verb,Παραπονέθηκε για την αργή εξυπηρέτηση.
